标的代码,市场,策略ID,周期,方向,入场时间(UTC),出场时间(UTC),入场价,出场价,收益率,持仓K线数,模型概率,回归预测,短周期预测,综合评分
SNOW,美股,MOM_SWING,1d,做空,2025-08-25T00:00:00.000Z,2025-08-27T00:00:00.000Z,180.13952704754902,187.29349119329495,-0.04131346135408468,2,0.18345677063324226,-0.0008578866737860341,-0.0009105655438371707,0.5931742185343537
JD,美股,US_BETA,1d,做空,2025-08-26T00:00:00.000Z,2025-08-27T00:00:00.000Z,25.856307979914536,25.219225845300315,0.017399467959634096,1,0.17247264142113247,-0.0034061542256327592,-0.0011246758796258924,0.6208689319818467
BABA,美股,MOM_SWING,1d,做空,2025-08-26T00:00:00.000Z,2025-08-28T00:00:00.000Z,99.0471304504299,93.84725301340099,0.03777426617042147,2,0.1695528871251731,-0.0023646508227989542,-0.0004038431224836345,0.6152391278522669
BABA,美股,US_BETA,1d,做空,2025-08-26T00:00:00.000Z,2025-08-28T00:00:00.000Z,99.0471304504299,96.187197860064,0.020768321932745866,2,0.1695528871251731,-0.0023646508227989542,-0.0004038431224836345,0.6146391278522669
META,美股,MOM_SWING,1d,做空,2025-08-26T00:00:00.000Z,2025-09-05T00:00:00.000Z,949.4563924827444,947.3789451314693,0.011023763563228742,7,0.17223528973505225,-0.0020186266235732693,-0.0005674064645541686,0.6105396043793484
META,美股,US_BETA,1d,做空,2025-08-26T00:00:00.000Z,2025-08-28T00:00:00.000Z,949.4563924827444,945.6918060704338,0.007276829421787574,2,0.17223528973505225,-0.0020186266235732693,-0.0005674064645541686,0.6099396043793485
JD,美股,MOM_TIGHT,1d,做空,2025-08-26T00:00:00.000Z,2025-08-27T00:00:00.000Z,25.856307979914536,25.103392729915914,0.020399391953867488,1,0.17247264142113247,-0.0034061542256327592,-0.0011246758796258924,0.6210689319818467
BB,美股,MOM_FAST,1d,做空,2025-08-26T00:00:00.000Z,2025-08-29T00:00:00.000Z,4.666801341366749,4.815162601299023,-0.03359078111107775,3,0.17958906520144377,-0.0019391618836235097,-0.0008038336031950246,0.6044091681239485
RIVN,美股,US_BETA,1d,做空,2025-08-26T00:00:00.000Z,2025-08-28T00:00:00.000Z,16.031069431833956,16.552898338396304,-0.03475109765329304,2,0.17639541119111848,-0.001555377790825706,-0.00009160059183522928,0.6032383262690003
CRWD,美股,MOM_SWING,1d,做空,2025-08-26T00:00:00.000Z,2025-08-28T00:00:00.000Z,428.1023666995641,443.60243519232847,-0.037806453639258004,2,0.18413816229314728,-0.001564999093140125,-0.0010625682780571583,0.5983405158940549
PANW,美股,MOM_SWING,1d,做空,2025-08-26T00:00:00.000Z,2025-08-28T00:00:00.000Z,212.01391905078538,219.79012839849227,-0.03827782465661699,2,0.17606936458761485,-0.00009764466359569166,-0.001012650767075788,0.5924112148056828
PATH,美股,MOM_SWING,1d,做空,2025-08-26T00:00:00.000Z,2025-08-28T00:00:00.000Z,15.4070743553777,15.972273540753426,-0.038284393956886924,2,0.17969947106783318,-0.0017863410178591268,-0.0012389804266743295,0.6033071089740331
META,美股,MOM_SWING,1d,做空,2025-08-27T00:00:00.000Z,2025-09-08T00:00:00.000Z,940.9955159975514,947.1900862813533,0.006451411152425907,7,0.17310135853091127,-0.0014714496802996522,-0.0013204493355714639,0.6055386193001411
META,美股,US_BETA,1d,做空,2025-08-27T00:00:00.000Z,2025-08-29T00:00:00.000Z,940.9955159975514,930.0668838708438,0.010979843431206365,2,0.17310135853091127,-0.0014714496802996522,-0.0013204493355714639,0.6049386193001411
JD,美股,US_BETA,1d,做空,2025-08-27T00:00:00.000Z,2025-08-28T00:00:00.000Z,25.051600501130654,24.379598191367247,0.019137849924324355,1,0.1821344556436325,-0.001720101298295044,-0.0017623669610640576,0.6004240023229449
NFLX,美股,US_BETA,1d,做空,2025-08-27T00:00:00.000Z,2025-08-29T00:00:00.000Z,171.55417916611881,169.41588637307976,0.011143692219266945,2,0.17585893782342335,-0.0020578922421530753,-0.0007328248723573168,0.6076447027043599
COIN,美股,MOM_SWING,1d,做空,2025-08-28T00:00:00.000Z,2025-09-09T00:00:00.000Z,328.6331407052571,339.6170538270231,0.007041778208229568,7,0.1804457020580019,-0.0022691022610930975,-0.0014803621502577468,0.6066319126069833
COIN,美股,US_BETA,1d,做空,2025-08-28T00:00:00.000Z,2025-09-02T00:00:00.000Z,328.6331407052571,323.40219856870306,0.022238272961812,2,0.1804457020580019,-0.0022691022610930975,-0.0014803621502577468,0.6060319126069834
MSFT,美股,MOM_SWING,1d,做空,2025-08-28T00:00:00.000Z,2025-09-05T00:00:00.000Z,538.5354835608343,521.8338198134818,0.021659837453402286,5,0.175602049281797,-0.0019324954467182904,-0.0007898316930922474,0.6074264880908524
DDOG,美股,US_BETA,1d,做空,2025-08-29T00:00:00.000Z,2025-09-03T00:00:00.000Z,131.85659267715675,126.52864091338945,0.02994206709275516,2,0.1800402077532682,-0.003817657157515472,-0.00037807126358819956,0.6187123076777706
PATH,美股,US_BETA,1d,做空,2025-08-29T00:00:00.000Z,2025-09-03T00:00:00.000Z,15.834257563012939,15.492510996904748,0.018223197018768372,2,0.17416655434128261,-0.002981411233463848,-0.0007446604313894198,0.6162513707419873
BILL,美股,US_BETA,1d,做空,2025-08-29T00:00:00.000Z,2025-09-03T00:00:00.000Z,64.42511833942673,64.00875609251099,0.01508731858068156,2,0.17718939265761197,-0.0038470654977740266,0.00037343939153519623,0.6210001612687116
DDOG,美股,MOM_FAST,1d,做空,2025-08-29T00:00:00.000Z,2025-09-05T00:00:00.000Z,131.85659267715675,131.27776654600154,0.01692511374728875,4,0.1800402077532682,-0.003817657157515472,-0.00037807126358819956,0.6191123076777706
PATH,美股,MOM_FAST,1d,做空,2025-08-29T00:00:00.000Z,2025-09-04T00:00:00.000Z,15.834257563012939,15.036497889283371,0.03672732044917444,3,0.17416655434128261,-0.002981411233463848,-0.0007446604313894198,0.6166513707419873
ETHUSDT-PERP,加密期货,MOM_SWING,1d,做空,2025-08-30T00:00:00.000Z,2025-09-06T00:00:00.000Z,4029.5363330617024,3937.0837279451825,0.02134373284538,7,0.18338546410012202,-0.004097380074920923,0.0002890082905263837,0.6191415064472795
ETHUSDT-PERP,加密期货,MOM_TIGHT,1d,做空,2025-08-30T00:00:00.000Z,2025-09-02T00:00:00.000Z,4029.5363330617024,3985.8400115725767,0.008844007319304792,3,0.18338546410012202,-0.004097380074920923,0.0002890082905263837,0.6187415064472795
ETHUSDT,加密现货,MOM_SWING,1d,做空,2025-08-30T00:00:00.000Z,2025-09-06T00:00:00.000Z,4022.9914654455056,3930.4949472194735,0.02139197475821367,7,0.18346539474817164,-0.004086750125263869,0.00028487903185768845,0.6189989167834272
ETHUSDT,加密现货,MOM_TIGHT,1d,做空,2025-08-30T00:00:00.000Z,2025-09-02T00:00:00.000Z,4022.9914654455056,3979.57623413814,0.00879177812835795,3,0.18346539474817164,-0.004086750125263869,0.00028487903185768845,0.6185989167834273
ETHUSDT,加密现货,CR_CARRY,1d,做空,2025-08-30T00:00:00.000Z,2025-09-05T00:00:00.000Z,4022.9914654455056,3962.053773197349,0.012747358072112708,6,0.18346539474817164,-0.004086750125263869,0.00028487903185768845,0.6181989167834273
ETHUSDT-PERP,加密期货,MOM_SWING,1d,做空,2025-08-31T00:00:00.000Z,2025-09-07T00:00:00.000Z,4045.739271930692,3966.7153823614535,0.017932620432934428,7,0.18280966542262797,-0.004083454793891015,-0.0003853539732860286,0.6194446792468359
ETHUSDT-PERP,加密期货,MOM_FAST,1d,做空,2025-08-31T00:00:00.000Z,2025-09-04T00:00:00.000Z,4045.739271930692,3959.194564319875,0.019591568213815365,4,0.18280966542262797,-0.004083454793891015,-0.0003853539732860286,0.6192446792468359
ETHUSDT-PERP,加密期货,MOM_TIGHT,1d,做空,2025-08-31T00:00:00.000Z,2025-09-03T00:00:00.000Z,4045.739271930692,4099.785934915765,0.010848657528814578,3,0.18280966542262797,-0.004083454793891015,-0.0003853539732860286,0.6190446792468359
ETHUSDT,加密现货,MOM_SWING,1d,做空,2025-08-31T00:00:00.000Z,2025-09-07T00:00:00.000Z,4039.6676973014924,3960.8948072768558,0.017899844028571227,7,0.182841218220274,-0.00408353226206401,-0.0003902493253148973,0.6194225809779147
ETHUSDT,加密现货,MOM_FAST,1d,做空,2025-08-31T00:00:00.000Z,2025-09-04T00:00:00.000Z,4039.6676973014924,3952.947612393474,0.019667133290678193,4,0.182841218220274,-0.00408353226206401,-0.0003902493253148973,0.6192225809779147
ETHUSDT,加密现货,MOM_TIGHT,1d,做空,2025-08-31T00:00:00.000Z,2025-09-03T00:00:00.000Z,4039.6676973014924,4093.5964051733336,0.010736591734696327,3,0.182841218220274,-0.00408353226206401,-0.0003902493253148973,0.6190225809779147
ETHUSDT,加密现货,CR_CARRY,1d,做空,2025-08-31T00:00:00.000Z,2025-09-06T00:00:00.000Z,4039.6676973014924,3930.4949472194735,0.02462518084716387,6,0.182841218220274,-0.00408353226206401,-0.0003902493253148973,0.6186225809779148
ETHUSDT-PERP,加密期货,MOM_SWING,1d,做空,2025-09-01T00:00:00.000Z,2025-09-08T00:00:00.000Z,3975.1578692806775,3966.8444160043236,0.000491351727336094,7,0.19759568504132397,-0.004830962341145731,-0.0000623545187807841,0.6147788054994126
ETHUSDT-PERP,加密期货,MOM_TIGHT,1d,做空,2025-09-01T00:00:00.000Z,2025-09-04T00:00:00.000Z,3975.1578692806775,3959.194564319875,0.0020157662879665686,3,0.19759568504132397,-0.004830962341145731,-0.0000623545187807841,0.6143788054994126
ETHUSDT,加密现货,MOM_SWING,1d,做空,2025-09-01T00:00:00.000Z,2025-09-08T00:00:00.000Z,3968.5384634667757,3961.0603738369264,0.0002843434928728819,7,0.19726893969221698,-0.004921469587250797,-0.00007338559618534822,0.6157381201196102
ETHUSDT,加密现货,MOM_TIGHT,1d,做空,2025-09-01T00:00:00.000Z,2025-09-04T00:00:00.000Z,3968.5384634667757,3952.947612393474,0.0019286128172440456,3,0.19726893969221698,-0.004921469587250797,-0.00007338559618534822,0.6153381201196102
JD,美股,US_BETA,1d,做空,2025-09-03T00:00:00.000Z,2025-09-05T00:00:00.000Z,25.360478119249716,25.563687078538575,0.002280350444315742,2,0.17824128065504768,-0.003179928208129256,-0.0008165977320039093,0.6149057035933997
CRWD,美股,MOM_FAST,1d,做空,2025-09-04T00:00:00.000Z,2025-09-08T00:00:00.000Z,422.8330990634631,437.66394531982337,-0.03687494160038375,2,0.17649289845179097,-0.0012074567337240101,-0.0008624555032060564,0.6007847669845026
CRWD,美股,MOM_SWING,1d,做空,2025-09-04T00:00:00.000Z,2025-09-09T00:00:00.000Z,422.8330990634631,440.6301145710954,-0.043689929920460495,3,0.17649289845179097,-0.0012074567337240101,-0.0008624555032060564,0.6009847669845025
CRWD,美股,MOM_FAST,1d,做空,2025-09-05T00:00:00.000Z,2025-09-10T00:00:00.000Z,428.1331211799304,442.71388149099056,-0.03585660433576296,3,0.1757438650938707,-0.0020064041852987107,-0.0002124511642658276,0.6077156506148027
CRWD,美股,MOM_SWING,1d,做空,2025-09-05T00:00:00.000Z,2025-09-11T00:00:00.000Z,428.1331211799304,445.63003355320257,-0.042467925202915494,4,0.1757438650938707,-0.0020064041852987107,-0.0002124511642658276,0.6079156506148027
COIN,美股,US_BETA,1d,做空,2025-09-05T00:00:00.000Z,2025-09-09T00:00:00.000Z,318.61870973099883,331.8779173003571,-0.043814654646466576,2,0.19590591863692022,-0.0014396286906000037,-0.0013522209859728749,0.5882647681062175
ETHUSDT,加密现货,CR_CARRY,1d,做空,2025-09-06T00:00:00.000Z,2025-09-12T00:00:00.000Z,3930.4949472194735,4138.230223537242,-0.05525219269006443,6,0.18350666657253834,-0.005002995535840674,-0.0007765653097179461,0.6254991643544978
ETHUSDT,加密现货,CR_CARRY,1d,做空,2025-09-07T00:00:00.000Z,2025-09-12T00:00:00.000Z,3960.8948072768558,4158.076212818829,-0.05218203540768527,5,0.18341894652117127,-0.005792829951782105,-0.00015883574624528962,0.6318809981190135
CRWD,美股,MOM_FAST,1d,做空,2025-09-08T00:00:00.000Z,2025-09-12T00:00:00.000Z,438.825428853964,453.27451900733854,-0.03472673852358501,4,0.17432114099239923,-0.0017721510345799342,-0.0006774392162554364,0.606865986762112
CLOV,美股,US_BETA,1d,做空,2025-09-08T00:00:00.000Z,2025-09-09T00:00:00.000Z,1.7889890249149476,1.858000665452595,-0.04077577636113685,1,0.18039059637866067,-0.0006498157362485485,-0.0009381881805840067,0.5931172964973527
CRWD,美股,MOM_SWING,1d,做空,2025-09-08T00:00:00.000Z,2025-09-15T00:00:00.000Z,438.825428853964,456.1643370380134,-0.0411120862283019,5,0.17432114099239923,-0.0017721510345799342,-0.0006774392162554364,0.607065986762112
SMCI,美股,US_BETA,1d,做空,2025-09-08T00:00:00.000Z,2025-09-09T00:00:00.000Z,39.576271831164405,41.23635850676627,-0.0441465148886164,1,0.1979680180030434,-0.0023953955027477356,-0.00046702212343849856,0.5944261910597907
ETHUSDT,加密现货,CR_CARRY,1d,做空,2025-09-08T00:00:00.000Z,2025-09-12T00:00:00.000Z,3961.0603738369264,4151.059941999315,-0.0503668447916999,4,0.21578339970166638,-0.002273063825748195,0.00016067499206307118,0.5804204628207859
CRWD,美股,MOM_FAST,1d,做空,2025-09-09T00:00:00.000Z,2025-09-11T00:00:00.000Z,434.16099933173456,448.33786695691947,-0.034453480268854426,2,0.17483009175559502,-0.0033365195440088397,-0.0008525410275799903,0.6190144902880422
BB,美股,MOM_SWING,1d,做空,2025-09-09T00:00:00.000Z,2025-09-12T00:00:00.000Z,4.593308406857037,4.766579594616266,-0.0393225242486578,3,0.18337485266393794,-0.001886223434547702,-0.001461204894944087,0.6014598935583462
CRWD,美股,MOM_SWING,1d,做空,2025-09-09T00:00:00.000Z,2025-09-12T00:00:00.000Z,434.16099933173456,451.17324048195644,-0.04078417632262527,3,0.17483009175559502,-0.0033365195440088397,-0.0008525410275799903,0.6192144902880422
ETHUSDT-PERP,加密期货,MOM_TIGHT,1d,做空,2025-09-09T00:00:00.000Z,2025-09-12T00:00:00.000Z,3970.9181924435125,4138.327408794588,-0.044158817743878094,3,0.21584547396694956,-0.003403374872012632,0.0007683323133654466,0.5898182577198974
ETHUSDT,加密现货,CR_CARRY,1d,做空,2025-09-09T00:00:00.000Z,2025-09-12T00:00:00.000Z,3964.48208274505,4147.8160869629055,-0.04864412480404331,3,0.21683373929518954,-0.0034013883433077763,0.00014959163294121775,0.5886908144539258
CRWD,美股,MOM_FAST,1d,做空,2025-09-10T00:00:00.000Z,2025-09-12T00:00:00.000Z,435.55520244167565,449.5715481235739,-0.03398041158347813,2,0.175265978864622,-0.002123100961052906,-0.0008018003775697284,0.6089933029058954
CRWD,美股,MOM_SWING,1d,做空,2025-09-10T00:00:00.000Z,2025-09-12T00:00:00.000Z,435.55520244167565,452.37481725995355,-0.04021649390017372,2,0.175265978864622,-0.002123100961052906,-0.0008018003775697284,0.6091933029058954
PATH,美股,MOM_SWING,1d,做空,2025-09-10T00:00:00.000Z,2025-09-18T00:00:00.000Z,16.531990135483834,17.182547281622707,-0.04095141146391889,6,0.17563923209246943,-0.0007710098735535103,-0.0010719784796318413,0.59810783188185
COIN,美股,US_BETA,1d,做空,2025-09-10T00:00:00.000Z,2025-09-12T00:00:00.000Z,335.9521982364435,349.1717370754271,-0.04154946372840711,2,0.18773599047869496,-0.002659233174707099,-0.0005162258121915116,0.6039039522529964
ETHUSDT,加密现货,CR_CARRY,1d,做空,2025-09-10T00:00:00.000Z,2025-09-12T00:00:00.000Z,4000.566394698185,4181.873763049317,-0.047720424775704894,2,0.22019309812859814,-0.002711929154331611,0.00021275561075272603,0.5807564025820622
CLSK,美股,US_BETA,1d,做空,2025-09-11T00:00:00.000Z,2025-09-15T00:00:00.000Z,6.361495763429654,6.4176266084010924,0.012033220053210175,2,0.1816311715564351,-0.0035769286636567446,0.00012879899816065294,0.6156409857886207
CRWD,美股,MOM_SWING,1d,做空,2025-09-11T00:00:00.000Z,2025-09-17T00:00:00.000Z,444.279223372263,461.07400689397065,-0.03940231583693762,4,0.17239050169385947,-0.0007413793491854102,-0.0007543087138388188,0.6002098735739044
SMCI,美股,US_BETA,1d,做空,2025-09-11T00:00:00.000Z,2025-09-12T00:00:00.000Z,43.44098768680509,45.13399095091172,-0.04117248553169694,1,0.18887642092209977,-0.0033613049383580196,0.0003656355579064955,0.6086994164429523
BB,美股,MOM_SWING,1d,做空,2025-09-12T00:00:00.000Z,2025-09-15T00:00:00.000Z,4.777040743131319,4.944997116908295,-0.03675908337572235,1,0.17882401580019086,-0.0013554533034175178,-0.0005322540348263551,0.6004903350512028
CRWD,美股,MOM_SWING,1d,做空,2025-09-12T00:00:00.000Z,2025-09-17T00:00:00.000Z,447.0676295921453,463.5080945798003,-0.03837399994862844,3,0.17290388226899317,-0.0015374865215448256,-0.0006964131690745937,0.6062090969386834
TME,美股,MOM_SWING,1d,做空,2025-09-12T00:00:00.000Z,2025-09-17T00:00:00.000Z,22.398843342622477,23.234981832288543,-0.03892953871216147,3,0.1772797683098691,-0.0006753586577201647,-0.0009971416618435285,0.5961614360786556
ETHUSDT-PERP,加密期货,MOM_FAST,1d,做空,2025-09-13T00:00:00.000Z,2025-09-17T00:00:00.000Z,4299.3456803033505,4228.893311296206,0.025794349869839698,4,0.17554771656454474,-0.0074550068123613485,-0.0006523729053785233,0.6514456985724185
ETHUSDT-PERP,加密期货,MOM_TIGHT,1d,做空,2025-09-13T00:00:00.000Z,2025-09-16T00:00:00.000Z,4299.3456803033505,4146.966164762387,0.03081088604873663,3,0.17554771656454474,-0.0074550068123613485,-0.0006523729053785233,0.6512456985724185
BTCUSDT-PERP,加密期货,MOM_SWING,1d,做空,2025-09-13T00:00:00.000Z,2025-09-20T00:00:00.000Z,115036.92159309072,114800.81644488654,0.0004524292977808708,7,0.16278785675694302,-0.0008308445879473904,-0.0009622626831852253,0.6078394998385802
ETHUSDT,加密现货,MOM_FAST,1d,做空,2025-09-13T00:00:00.000Z,2025-09-17T00:00:00.000Z,4292.340664253476,4222.434783334835,0.025442946425792718,4,0.175834957707096,-0.007400556040050785,-0.0006537547641088552,0.6508032787712971
ETHUSDT,加密现货,MOM_TIGHT,1d,做空,2025-09-13T00:00:00.000Z,2025-09-16T00:00:00.000Z,4292.340664253476,4140.350562108789,0.03056024372833968,3,0.175834957707096,-0.007400556040050785,-0.0006537547641088552,0.6506032787712971
ETHUSDT,加密现货,CR_CARRY,1d,做空,2025-09-13T00:00:00.000Z,2025-09-19T00:00:00.000Z,4292.340664253476,4110.272637029321,0.0379083290548554,6,0.175834957707096,-0.007400556040050785,-0.0006537547641088552,0.6502032787712971
BTCUSDT,加密现货,MOM_SWING,1d,做空,2025-09-13T00:00:00.000Z,2025-09-20T00:00:00.000Z,115155.53423010842,114924.40515984714,0.0004071034519228893,7,0.16304652947550996,-0.0007490319550360147,-0.000953685349348608,0.606998754417921
ETHUSDT-PERP,加密期货,MOM_SWING,1d,做空,2025-09-14T00:00:00.000Z,2025-09-21T00:00:00.000Z,4241.520174919935,4094.9840400632384,0.03686633414998767,7,0.17282000329188327,-0.0061401832506223445,-0.0006970956122804698,0.6430910636348227
ETHUSDT-PERP,加密期货,MOM_FAST,1d,做空,2025-09-14T00:00:00.000Z,2025-09-18T00:00:00.000Z,4241.520174919935,4226.137521352049,0.0190864325907038,4,0.17282000329188327,-0.0061401832506223445,-0.0006970956122804698,0.6428910636348227
ETHUSDT-PERP,加密期货,MOM_TIGHT,1d,做空,2025-09-14T00:00:00.000Z,2025-09-17T00:00:00.000Z,4241.520174919935,4228.893311296206,0.014323109263531164,3,0.17282000329188327,-0.0061401832506223445,-0.0006970956122804698,0.6426910636348228
ETHUSDT,加密现货,MOM_FAST,1d,做空,2025-09-14T00:00:00.000Z,2025-09-18T00:00:00.000Z,4235.275389882522,4219.794916515933,0.018808174198237763,4,0.17288047391937536,-0.006131725694750886,-0.0007005310814846743,0.6427798643360568
ETHUSDT,加密现货,MOM_TIGHT,1d,做空,2025-09-14T00:00:00.000Z,2025-09-17T00:00:00.000Z,4235.275389882522,4222.434783334835,0.014123052935487516,3,0.17288047391937536,-0.006131725694750886,-0.0007005310814846743,0.6425798643360568
ETHUSDT,加密现货,CR_CARRY,1d,做空,2025-09-14T00:00:00.000Z,2025-09-20T00:00:00.000Z,4235.275389882522,4121.154039282841,0.029853329253412164,6,0.17288047391937536,-0.006131725694750886,-0.0007005310814846743,0.6421798643360569
CRWD,美股,MOM_SWING,1d,做空,2025-09-15T00:00:00.000Z,2025-09-18T00:00:00.000Z,455.9556744180198,472.34391966163736,-0.03754262811738328,3,0.1735017139437745,-0.000553888824478866,-0.00034084393257018754,0.5979098765563132
CAVA,美股,US_BETA,1d,做空,2025-09-17T00:00:00.000Z,2025-09-18T00:00:00.000Z,61.15149783022738,63.15338961931037,-0.0349365945253012,1,0.18864030008158772,-0.0016436725227713877,-0.0005783549266785041,0.595128364123428
CAVA,美股,US_BETA,1d,做空,2025-09-18T00:00:00.000Z,2025-09-22T00:00:00.000Z,62.29827219248681,64.28154562145545,-0.03403512735057555,2,0.18398641758781553,-0.0016962874010590665,0.00016638106480410306,0.5989000785452453
ETHUSDT-PERP,加密期货,MOM_SWING,1d,做空,2025-09-18T00:00:00.000Z,2025-09-22T00:00:00.000Z,4226.137521352049,3886.3414533171713,0.05870259302698369,4,0.2080758949771242,-0.0020265631777697714,0.00039706374826172126,0.5847978610386286
PATH,美股,MOM_SWING,1d,做空,2025-09-19T00:00:00.000Z,2025-09-22T00:00:00.000Z,16.902215582101043,17.52808458906486,-0.03862881459082766,1,0.17777408186264154,-0.0009546226460764076,-0.0008737302356269864,0.5980396422275093
ETHUSDT-PERP,加密期货,MOM_SWING,1d,做空,2025-09-19T00:00:00.000Z,2025-09-22T00:00:00.000Z,4116.62482531033,3776.54401275213,0.06035867251503115,3,0.20885432914460822,-0.0030523995483329553,-0.00042885291860395296,0.5924440794025457
ETHUSDT-PERP,加密期货,MOM_FAST,1d,做空,2025-09-19T00:00:00.000Z,2025-09-22T00:00:00.000Z,4116.62482531033,3827.5561346358604,0.05189751617969363,3,0.20885432914460822,-0.0030523995483329553,-0.00042885291860395296,0.5922440794025458
ETHUSDT-PERP,加密期货,MOM_SWING,1d,做空,2025-09-20T00:00:00.000Z,2025-09-22T00:00:00.000Z,4127.482084688983,3804.4339579957204,0.05710070179558493,2,0.17555249165401507,-0.004660890022968601,-0.00017669282706849078,0.6292893261928578
ETHUSDT-PERP,加密期货,MOM_FAST,1d,做空,2025-09-20T00:00:00.000Z,2025-09-22T00:00:00.000Z,4127.482084688983,3852.89117699971,0.04907394155617358,2,0.17555249165401507,-0.004660890022968601,-0.00017669282706849078,0.6290893261928578
ETHUSDT-PERP,加密期货,MOM_TIGHT,1d,做空,2025-09-20T00:00:00.000Z,2025-09-22T00:00:00.000Z,4127.482084688983,3917.5008023383625,0.037133801197056615,2,0.17555249165401507,-0.004660890022968601,-0.00017669282706849078,0.6288893261928579
BTCUSDT-PERP,加密期货,MOM_SWING,1d,做空,2025-09-20T00:00:00.000Z,2025-09-24T00:00:00.000Z,114800.81644488654,110236.47083922164,0.028219118977190438,4,0.1702224443657905,-0.00018858384496932786,-0.0003728222659227514,0.5973485108163854
BTCUSDT-PERP,加密期货,MOM_FAST,1d,做空,2025-09-20T00:00:00.000Z,2025-09-22T00:00:00.000Z,114800.81644488654,110921.12268007138,0.024043236446898413,2,0.1702224443657905,-0.00018858384496932786,-0.0003728222659227514,0.5971485108163854
ETHUSDT,加密现货,MOM_SWING,1d,做空,2025-09-20T00:00:00.000Z,2025-09-22T00:00:00.000Z,4121.154039282841,3803.3070507203843,0.0562442929212435,2,0.17557237665935652,-0.004677042183809387,-0.00018458749788270062,0.6294042262757383
ETHUSDT,加密现货,MOM_FAST,1d,做空,2025-09-20T00:00:00.000Z,2025-09-22T00:00:00.000Z,4121.154039282841,3850.984099004753,0.048331720531744386,2,0.17557237665935652,-0.004677042183809387,-0.00018458749788270062,0.6292042262757384
ETHUSDT,加密现货,MOM_TIGHT,1d,做空,2025-09-20T00:00:00.000Z,2025-09-22T00:00:00.000Z,4121.154039282841,3914.5534967172443,0.036562861947495626,2,0.17557237665935652,-0.004677042183809387,-0.00018458749788270062,0.6290042262757384
ETHUSDT,加密现货,CR_CARRY,1d,做空,2025-09-20T00:00:00.000Z,2025-09-22T00:00:00.000Z,4121.154039282841,3850.984099004753,0.04773172053174439,2,0.17557237665935652,-0.004677042183809387,-0.00018458749788270062,0.6286042262757384
ETHUSDT-PERP,加密期货,MOM_SWING,1d,做空,2025-09-21T00:00:00.000Z,2025-09-22T00:00:00.000Z,4094.9840400632384,3787.5057615586747,0.05471492250574473,1,0.1781527199824404,-0.004444273749773481,-0.0014752201395873679,0.6256842316108306
ETHUSDT-PERP,加密期货,MOM_FAST,1d,做空,2025-09-21T00:00:00.000Z,2025-09-22T00:00:00.000Z,4094.9840400632384,3833.627503334359,0.047006266171645474,1,0.1781527199824404,-0.004444273749773481,-0.0014752201395873679,0.6254842316108307
ETHUSDT-PERP,加密期货,MOM_TIGHT,1d,做空,2025-09-21T00:00:00.000Z,2025-09-22T00:00:00.000Z,4094.9840400632384,3895.123159035272,0.035543281670496536,1,0.1781527199824404,-0.004444273749773481,-0.0014752201395873679,0.6252842316108307
BTCUSDT-PERP,加密期货,MOM_SWING,1d,做空,2025-09-21T00:00:00.000Z,2025-09-25T00:00:00.000Z,114362.95954682917,110033.80495137909,0.026790887744191614,4,0.17528155796017317,-0.0003680164878590257,-0.0016743073870917685,0.5951414101715474
BTCUSDT-PERP,加密期货,MOM_FAST,1d,做空,2025-09-21T00:00:00.000Z,2025-09-22T00:00:00.000Z,114362.95954682917,110683.1781406966,0.022805436044966047,1,0.17528155796017317,-0.0003680164878590257,-0.0016743073870917685,0.5949414101715474
BTCUSDT-PERP,加密期货,MOM_TIGHT,1d,做空,2025-09-21T00:00:00.000Z,2025-09-22T00:00:00.000Z,114362.95954682917,111549.00905978662,0.016927258496127764,1,0.17528155796017317,-0.0003680164878590257,-0.0016743073870917685,0.5947414101715475
ETHUSDT,加密现货,MOM_SWING,1d,做空,2025-09-21T00:00:00.000Z,2025-09-22T00:00:00.000Z,4088.546625091186,3786.154856780423,0.05387052462145129,1,0.17822461109758575,-0.0044564439411905665,-0.001484658139935396,0.6257298315392626
ETHUSDT,加密现货,MOM_FAST,1d,做空,2025-09-21T00:00:00.000Z,2025-09-22T00:00:00.000Z,4088.546625091186,3831.5136220270374,0.046274454671924446,1,0.17822461109758575,-0.0044564439411905665,-0.001484658139935396,0.6255298315392627
ETHUSDT,加密现货,MOM_TIGHT,1d,做空,2025-09-21T00:00:00.000Z,2025-09-22T00:00:00.000Z,4088.546625091186,3891.99197568919,0.03498034974763419,1,0.17822461109758575,-0.0044564439411905665,-0.001484658139935396,0.6253298315392627
ETHUSDT,加密现货,CR_CARRY,1d,做空,2025-09-21T00:00:00.000Z,2025-09-22T00:00:00.000Z,4088.546625091186,3831.5136220270374,0.04567445467192445,1,0.17822461109758575,-0.0044564439411905665,-0.001484658139935396,0.6249298315392627
BTCUSDT,加密现货,MOM_SWING,1d,做空,2025-09-21T00:00:00.000Z,2025-09-25T00:00:00.000Z,114474.04818953747,110201.04065182435,0.026395477612346164,4,0.17452169256495734,-0.00034731737871784504,-0.0010517044685788323,0.5955229203829735
ETHUSDT-PERP,加密期货,MOM_SWING,1d,做空,2025-09-22T00:00:00.000Z,2025-09-25T00:00:00.000Z,3868.1152458310466,3522.9374417158024,0.06532751808919111,3,0.21749176017423916,-0.0026462340021035694,-0.0006657681032784777,0.5829758046913762
